formulary_code,formulary_name,plan_code,market_segment,carrier,pbm,formulary_type,tier_count,coverage_level,effective_date,termination_date,region,drug_count,prior_auth_pct,step_therapy_pct,quantity_limit_pct,is_active
FORM-MEDI-KAIS-2024-0618,KAISER MEDICARE_ADVANTAGE Specialty 4-Tier Formulary 2024,EXCH_SILV_001,MEDICARE_ADVANTAGE,KAISER,NAVITUS,SPECIALTY,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,621,25,13,24,true
FORM-MEDI-WELL-2024-0620,WELLCARE MEDICARE_ADVANTAGE Standard 3-Tier Formulary 2024,COMM_PLAT_001,MEDICARE_ADVANTAGE,WELLCARE,MAGELLAN_RX,STANDARD,3,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2719,22,3,22,true
FORM-MEDI-BCBS-2024-0621,BCBS MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,FEHB_PREM_001,MEDICARE_ADVANTAGE,BCBS,ELIXIR,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,3762,13,14,17,true
FORM-MEDI-CIGN-2024-0622,CIGNA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,VA_STANDARD_001,MEDICARE_ADVANTAGE,CIGNA,PRIME_THERAPEUTICS,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,3412,19,5,30,true
FORM-MEDI-MOLI-2024-0623,MOLINA MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,MCAID_EXP_001,MEDICARE_ADVANTAGE,MOLINA,EXPRESS_SCRIPTS,STANDARD,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,3840,14,13,18,true
FORM-MEDI-KAIS-2024-0624,KAISER MEDICARE_ADVANTAGE Mail Order 3-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,KAISER,OPTUM_RX,MAIL_ORDER,3,STANDARD,2024-01-01,2024-12-31,NATIONAL,2471,9,15,21,true
FORM-MEDI-CVS_-2024-0625,CVS_HEALTH MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,FEHB_PREM_001,MEDICARE_ADVANTAGE,CVS_HEALTH,HUMANA_PHARMACY,ENHANCED,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2234,14,11,27,true
FORM-MEDI-WELL-2024-0626,WELLCARE MEDICARE_ADVANTAGE Basic 5-Tier Formulary 2024,MCARE_PDPB_001,MEDICARE_ADVANTAGE,WELLCARE,ELIXIR,BASIC,5,BASIC,2024-01-01,2024-12-31,NATIONAL,1298,22,9,28,true
FORM-MEDI-AETN-2024-0627,AETNA MEDICARE_ADVANTAGE Specialty 5-Tier Formulary 2024,EMP_TRAD_001,MEDICARE_ADVANTAGE,AETNA,MAGELLAN_RX,SPECIALTY,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,1481,18,4,17,true
FORM-MEDI-CIGN-2024-0628,CIGNA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,VA_STANDARD_001,MEDICARE_ADVANTAGE,CIGNA,CVS_CAREMARK,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,2060,20,3,11,true
FORM-MEDI-HUMA-2024-0629,HUMANA MEDICARE_ADVANTAGE Specialty 5-Tier Formulary 2024,EMP_HDHP_001,MEDICARE_ADVANTAGE,HUMANA,EXPRESS_SCRIPTS,SPECIALTY,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,1326,13,7,29,true
FORM-MEDI-MOLI-2024-0630,MOLINA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,COMM_HDHP_001,MEDICARE_ADVANTAGE,MOLINA,ENVOLVE_PHARMACY,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,3739,11,6,17,true
FORM-MEDI-UNIT-2024-0631,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,VA_STANDARD_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,OPTUM_RX,BASIC,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,2227,11,6,24,true
FORM-MEDI-ANTH-2024-0632,ANTHEM MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,MCARE_SUPP_001,MEDICARE_ADVANTAGE,ANTHEM,MEDIMPACT,ENHANCED,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2830,12,6,10,true
FORM-MEDI-CVS_-2024-0633,CVS_HEALTH MEDICARE_ADVANTAGE Basic 3-Tier Formulary 2024,IND_CATAS_001,MEDICARE_ADVANTAGE,CVS_HEALTH,OPTUM_RX,BASIC,3,LIMITED,2024-01-01,2024-12-31,NATIONAL,2084,20,7,24,true
FORM-MEDI-CIGN-2024-0634,CIGNA MEDICARE_ADVANTAGE Mail Order 5-Tier Formulary 2024,TRICARE_PRM_001,MEDICARE_ADVANTAGE,CIGNA,CVS_CAREMARK,MAIL_ORDER,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,2256,7,9,25,true
FORM-MEDI-WELL-2024-0635,WELLCARE MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,IND_SILV_001,MEDICARE_ADVANTAGE,WELLCARE,PRIME_THERAPEUTICS,BASIC,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,1852,12,6,26,true
FORM-MEDI-AETN-2024-0636,AETNA MEDICARE_ADVANTAGE Enhanced 3-Tier Formulary 2024,UNION_STD_001,MEDICARE_ADVANTAGE,AETNA,ELIXIR,ENHANCED,3,BASIC,2024-01-01,2024-12-31,NATIONAL,2658,19,7,26,true
FORM-MEDI-CVS_-2024-0637,CVS_HEALTH MEDICARE_ADVANTAGE Basic 5-Tier Formulary 2024,FEHB_STAND_001,MEDICARE_ADVANTAGE,CVS_HEALTH,MEDIMPACT,BASIC,5,BASIC,2024-01-01,2024-12-31,NATIONAL,1727,14,9,23,true
FORM-MEDI-KAIS-2024-0638,KAISER MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,MCARE_PDPB_001,MEDICARE_ADVANTAGE,KAISER,NAVITUS,ENHANCED,4,BASIC,2024-01-01,2024-12-31,NATIONAL,2784,9,14,23,true
FORM-MEDI-WELL-2024-0639,WELLCARE MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,IND_BRON_001,MEDICARE_ADVANTAGE,WELLCARE,PRIME_THERAPEUTICS,ENHANCED,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,3316,5,12,25,true
FORM-MEDI-MOLI-2024-0640,MOLINA MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,EMP_PREM_001,MEDICARE_ADVANTAGE,MOLINA,OPTUM_RX,BASIC,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,2492,12,3,14,true
FORM-MEDI-MOLI-2024-0641,MOLINA MEDICARE_ADVANTAGE Specialty 4-Tier Formulary 2024,IND_SILV_001,MEDICARE_ADVANTAGE,MOLINA,CVS_CAREMARK,SPECIALTY,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,1438,21,6,23,true
FORM-MEDI-CENT-2024-0642,CENTENE MEDICARE_ADVANTAGE Enhanced 6-Tier Formulary 2024,MCARE_PDPB_001,MEDICARE_ADVANTAGE,CENTENE,ELIXIR,ENHANCED,6,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3191,9,10,20,true
FORM-MEDI-MOLI-2024-0643,MOLINA MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,MCARE_MAPD_001,MEDICARE_ADVANTAGE,MOLINA,NAVITUS,ENHANCED,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,2473,18,10,11,true
FORM-MEDI-CENT-2024-0644,CENTENE MEDICARE_ADVANTAGE Standard 6-Tier Formulary 2024,CHIP_STD_001,MEDICARE_ADVANTAGE,CENTENE,EXPRESS_SCRIPTS,STANDARD,6,LIMITED,2024-01-01,2024-12-31,NATIONAL,2795,15,15,28,true
FORM-MEDI-BCBS-2024-0645,BCBS MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,IND_SILV_001,MEDICARE_ADVANTAGE,BCBS,ENVOLVE_PHARMACY,BASIC,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,2035,8,7,17,true
FORM-MEDI-MOLI-2024-0646,MOLINA MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,COMM_HDHP_001,MEDICARE_ADVANTAGE,MOLINA,CVS_CAREMARK,STANDARD,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,3044,25,4,22,true
FORM-MEDI-AETN-2024-0648,AETNA MEDICARE_ADVANTAGE Enhanced 3-Tier Formulary 2024,EXCH_SILV_001,MEDICARE_ADVANTAGE,AETNA,NAVITUS,ENHANCED,3,LIMITED,2024-01-01,2024-12-31,NATIONAL,3329,12,9,16,true
FORM-MEDI-UNIT-2024-0649,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Mail Order 3-Tier Formulary 2024,EMP_PREM_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,CVS_CAREMARK,MAIL_ORDER,3,BASIC,2024-01-01,2024-12-31,NATIONAL,3442,11,14,14,true
FORM-MEDI-CENT-2024-0650,CENTENE MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,COMM_HDHP_001,MEDICARE_ADVANTAGE,CENTENE,NAVITUS,STANDARD,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,3926,5,7,18,true
FORM-MEDI-CIGN-2024-0651,CIGNA MEDICARE_ADVANTAGE Enhanced 6-Tier Formulary 2024,EMP_PREM_001,MEDICARE_ADVANTAGE,CIGNA,OPTUM_RX,ENHANCED,6,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2684,7,11,19,true
FORM-MEDI-ANTH-2024-0653,ANTHEM MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,PBMCO_STD_001,MEDICARE_ADVANTAGE,ANTHEM,HUMANA_PHARMACY,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,3376,16,7,20,true
FORM-MEDI-MOLI-2024-0654,MOLINA MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,PBMCO_STD_001,MEDICARE_ADVANTAGE,MOLINA,PRIME_THERAPEUTICS,BASIC,4,BASIC,2024-01-01,2024-12-31,NATIONAL,1530,13,8,10,true
FORM-MEDI-AETN-2024-0655,AETNA MEDICARE_ADVANTAGE Mail Order 4-Tier Formulary 2024,VA_STANDARD_001,MEDICARE_ADVANTAGE,AETNA,CVS_CAREMARK,MAIL_ORDER,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,2117,7,10,24,true
FORM-MEDI-BCBS-2024-0656,BCBS MEDICARE_ADVANTAGE Basic 5-Tier Formulary 2024,EXCH_SILV_001,MEDICARE_ADVANTAGE,BCBS,PRIME_THERAPEUTICS,BASIC,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,1384,16,4,19,true
FORM-MEDI-KAIS-2024-0657,KAISER MEDICARE_ADVANTAGE Standard 3-Tier Formulary 2024,MCARE_SUPP_001,MEDICARE_ADVANTAGE,KAISER,ENVOLVE_PHARMACY,STANDARD,3,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3142,6,3,22,true
FORM-MEDI-HUMA-2024-0658,HUMANA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,TRICARE_PRM_001,MEDICARE_ADVANTAGE,HUMANA,PRIME_THERAPEUTICS,STANDARD,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2185,22,8,10,true
FORM-MEDI-WELL-2024-0659,WELLCARE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,IND_SILV_001,MEDICARE_ADVANTAGE,WELLCARE,EXPRESS_SCRIPTS,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,3242,18,11,22,true
FORM-MEDI-KAIS-2024-0660,KAISER MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,PBMCO_STD_001,MEDICARE_ADVANTAGE,KAISER,OPTUM_RX,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,3840,11,5,11,true
FORM-MEDI-CVS_-2024-0661,CVS_HEALTH MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,TRICARE_PRM_001,MEDICARE_ADVANTAGE,CVS_HEALTH,PRIME_THERAPEUTICS,STANDARD,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,3889,12,8,19,true
FORM-MEDI-WELL-2024-0662,WELLCARE MEDICARE_ADVANTAGE Specialty 5-Tier Formulary 2024,MCAID_EXP_001,MEDICARE_ADVANTAGE,WELLCARE,CVS_CAREMARK,SPECIALTY,5,BASIC,2024-01-01,2024-12-31,NATIONAL,1482,7,8,12,true
FORM-MEDI-AETN-2024-0663,AETNA MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,FEHB_BASIC_001,MEDICARE_ADVANTAGE,AETNA,ENVOLVE_PHARMACY,STANDARD,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,2980,24,3,30,true
FORM-MEDI-CVS_-2024-0664,CVS_HEALTH MEDICARE_ADVANTAGE Basic 5-Tier Formulary 2024,EMP_PREM_001,MEDICARE_ADVANTAGE,CVS_HEALTH,NAVITUS,BASIC,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,1437,14,5,23,true
FORM-MEDI-WELL-2024-0665,WELLCARE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,WELLCARE,EXPRESS_SCRIPTS,STANDARD,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2665,22,12,28,true
FORM-MEDI-BCBS-2024-0666,BCBS MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,EMP_HDHP_001,MEDICARE_ADVANTAGE,BCBS,OPTUM_RX,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,2783,19,13,27,true
FORM-MEDI-KAIS-2024-0667,KAISER MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,EXCH_SILV_001,MEDICARE_ADVANTAGE,KAISER,EXPRESS_SCRIPTS,STANDARD,4,BASIC,2024-01-01,2024-12-31,NATIONAL,3409,24,15,20,true
FORM-MEDI-WELL-2024-0668,WELLCARE MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,COMM_HDHP_001,MEDICARE_ADVANTAGE,WELLCARE,ENVOLVE_PHARMACY,ENHANCED,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2736,9,12,25,true
FORM-MEDI-CIGN-2024-0670,CIGNA MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,FEHB_PREM_001,MEDICARE_ADVANTAGE,CIGNA,ELIXIR,ENHANCED,5,BASIC,2024-01-01,2024-12-31,NATIONAL,2104,15,4,29,true
FORM-MEDI-BCBS-2024-0671,BCBS MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,COMM_SILV_001,MEDICARE_ADVANTAGE,BCBS,EXPRESS_SCRIPTS,STANDARD,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3657,16,4,14,true
FORM-MEDI-WELL-2024-0672,WELLCARE MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,IND_SILV_001,MEDICARE_ADVANTAGE,WELLCARE,ELIXIR,STANDARD,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,3410,18,10,25,true
FORM-MEDI-KAIS-2024-0673,KAISER MEDICARE_ADVANTAGE Basic 5-Tier Formulary 2024,EMP_HDHP_001,MEDICARE_ADVANTAGE,KAISER,PRIME_THERAPEUTICS,BASIC,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,1554,24,6,10,true
FORM-MEDI-AETN-2024-0674,AETNA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,IND_GOLD_001,MEDICARE_ADVANTAGE,AETNA,CVS_CAREMARK,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,3953,11,3,24,true
FORM-MEDI-CENT-2024-0675,CENTENE MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,IND_BRON_001,MEDICARE_ADVANTAGE,CENTENE,HUMANA_PHARMACY,ENHANCED,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,2722,18,4,22,true
FORM-MEDI-KAIS-2024-0676,KAISER MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,COMM_SILV_001,MEDICARE_ADVANTAGE,KAISER,CVS_CAREMARK,STANDARD,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,3303,7,13,26,true
FORM-MEDI-CENT-2024-0678,CENTENE MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,IND_GOLD_001,MEDICARE_ADVANTAGE,CENTENE,CVS_CAREMARK,BASIC,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,1604,20,6,13,true
FORM-MEDI-CIGN-2024-0679,CIGNA MEDICARE_ADVANTAGE Specialty 5-Tier Formulary 2024,COMM_SILV_001,MEDICARE_ADVANTAGE,CIGNA,MAGELLAN_RX,SPECIALTY,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,667,19,15,22,true
FORM-MEDI-HUMA-2024-0680,HUMANA MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,UNION_STD_001,MEDICARE_ADVANTAGE,HUMANA,MAGELLAN_RX,ENHANCED,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2421,7,13,23,false
FORM-MEDI-AETN-2024-0681,AETNA MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,MCARE_MAPD_001,MEDICARE_ADVANTAGE,AETNA,OPTUM_RX,BASIC,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,1374,25,13,15,true
FORM-MEDI-CIGN-2024-0682,CIGNA MEDICARE_ADVANTAGE Standard 6-Tier Formulary 2024,COMM_GOLD_001,MEDICARE_ADVANTAGE,CIGNA,MEDIMPACT,STANDARD,6,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2000,13,14,10,true
FORM-MEDI-UNIT-2024-0683,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,MCAID_STD_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,OPTUM_RX,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,3817,21,5,30,true
FORM-MEDI-BCBS-2024-0684,BCBS MEDICARE_ADVANTAGE Standard 3-Tier Formulary 2024,COMM_GOLD_001,MEDICARE_ADVANTAGE,BCBS,CVS_CAREMARK,STANDARD,3,LIMITED,2024-01-01,2024-12-31,NATIONAL,2707,14,3,21,true
FORM-MEDI-AETN-2024-0685,AETNA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,IND_CATAS_001,MEDICARE_ADVANTAGE,AETNA,OPTUM_RX,STANDARD,5,BASIC,2024-01-01,2024-12-31,NATIONAL,3698,6,14,13,true
FORM-MEDI-ANTH-2024-0687,ANTHEM MEDICARE_ADVANTAGE Mail Order 4-Tier Formulary 2024,MCARE_PDPE_001,MEDICARE_ADVANTAGE,ANTHEM,NAVITUS,MAIL_ORDER,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,3928,14,5,13,true
FORM-MEDI-WELL-2024-0689,WELLCARE MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,EXCH_GOLD_001,MEDICARE_ADVANTAGE,WELLCARE,PRIME_THERAPEUTICS,BASIC,4,BASIC,2024-01-01,2024-12-31,NATIONAL,2259,6,4,18,true
FORM-MEDI-MOLI-2024-0690,MOLINA MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,FEHB_STAND_001,MEDICARE_ADVANTAGE,MOLINA,OPTUM_RX,ENHANCED,5,BASIC,2024-01-01,2024-12-31,NATIONAL,3911,14,5,27,true
FORM-MEDI-UNIT-2024-0691,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,MCARE_PDPB_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,ENVOLVE_PHARMACY,STANDARD,5,BASIC,2024-01-01,2024-12-31,NATIONAL,2038,13,6,26,true
FORM-MEDI-WELL-2024-0692,WELLCARE MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,COMM_BRON_001,MEDICARE_ADVANTAGE,WELLCARE,HUMANA_PHARMACY,ENHANCED,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,3342,6,4,18,true
FORM-MEDI-AETN-2024-0693,AETNA MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,MCAID_EXP_001,MEDICARE_ADVANTAGE,AETNA,EXPRESS_SCRIPTS,BASIC,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,1670,5,7,21,true
FORM-MEDI-CVS_-2024-0694,CVS_HEALTH MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,FEHB_BASIC_001,MEDICARE_ADVANTAGE,CVS_HEALTH,PRIME_THERAPEUTICS,STANDARD,4,BASIC,2024-01-01,2024-12-31,NATIONAL,3799,20,8,28,false
FORM-MEDI-AETN-2024-0695,AETNA MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,EXCH_SILV_001,MEDICARE_ADVANTAGE,AETNA,MAGELLAN_RX,ENHANCED,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3611,21,15,27,true
FORM-MEDI-CIGN-2024-0696,CIGNA MEDICARE_ADVANTAGE Specialty 3-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,CIGNA,EXPRESS_SCRIPTS,SPECIALTY,3,BASIC,2024-01-01,2024-12-31,NATIONAL,1314,5,14,28,true
FORM-MEDI-MOLI-2024-0697,MOLINA MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,COMM_BRON_001,MEDICARE_ADVANTAGE,MOLINA,ELIXIR,BASIC,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,1020,6,12,30,true
FORM-MEDI-CIGN-2024-0698,CIGNA MEDICARE_ADVANTAGE Specialty 5-Tier Formulary 2024,MCARE_PDPE_001,MEDICARE_ADVANTAGE,CIGNA,EXPRESS_SCRIPTS,SPECIALTY,5,BASIC,2024-01-01,2024-12-31,NATIONAL,883,11,10,18,true
FORM-MEDI-ANTH-2024-0700,ANTHEM MEDICARE_ADVANTAGE Mail Order 5-Tier Formulary 2024,COMM_HDHP_001,MEDICARE_ADVANTAGE,ANTHEM,ELIXIR,MAIL_ORDER,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,3939,20,12,16,true
FORM-MEDI-UNIT-2024-0701,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Specialty 6-Tier Formulary 2024,FEHB_PREM_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,MAGELLAN_RX,SPECIALTY,6,STANDARD,2024-01-01,2024-12-31,NATIONAL,692,20,5,16,true
FORM-MEDI-CENT-2024-0702,CENTENE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,IND_CATAS_001,MEDICARE_ADVANTAGE,CENTENE,NAVITUS,STANDARD,5,BASIC,2024-01-01,2024-12-31,NATIONAL,3174,12,5,28,true
FORM-MEDI-WELL-2024-0703,WELLCARE MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,COMM_BRON_001,MEDICARE_ADVANTAGE,WELLCARE,CVS_CAREMARK,STANDARD,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,3892,20,5,10,true
FORM-MEDI-ANTH-2024-0704,ANTHEM MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,TRICARE_STD_001,MEDICARE_ADVANTAGE,ANTHEM,OPTUM_RX,BASIC,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,1959,22,12,19,true
FORM-MEDI-CENT-2024-0705,CENTENE MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,MCARE_PDPB_001,MEDICARE_ADVANTAGE,CENTENE,MAGELLAN_RX,STANDARD,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,2418,10,4,28,true
FORM-MEDI-BCBS-2024-0706,BCBS MEDICARE_ADVANTAGE Specialty 6-Tier Formulary 2024,PBMCO_STD_001,MEDICARE_ADVANTAGE,BCBS,EXPRESS_SCRIPTS,SPECIALTY,6,BASIC,2024-01-01,2024-12-31,NATIONAL,507,25,10,15,true
FORM-MEDI-UNIT-2024-0707,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,COMM_BRON_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,HUMANA_PHARMACY,ENHANCED,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2275,14,7,24,true
FORM-MEDI-ANTH-2024-0708,ANTHEM MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,EMP_PREM_001,MEDICARE_ADVANTAGE,ANTHEM,EXPRESS_SCRIPTS,ENHANCED,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,3897,12,13,23,true
FORM-MEDI-CVS_-2024-0709,CVS_HEALTH MEDICARE_ADVANTAGE Mail Order 4-Tier Formulary 2024,TRICARE_PRM_001,MEDICARE_ADVANTAGE,CVS_HEALTH,MAGELLAN_RX,MAIL_ORDER,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,3533,8,11,26,true
FORM-MEDI-HUMA-2024-0710,HUMANA MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,COMM_HDHP_001,MEDICARE_ADVANTAGE,HUMANA,ENVOLVE_PHARMACY,ENHANCED,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,2122,10,11,14,true
FORM-MEDI-CIGN-2024-0711,CIGNA MEDICARE_ADVANTAGE Standard 3-Tier Formulary 2024,IND_CATAS_001,MEDICARE_ADVANTAGE,CIGNA,CVS_CAREMARK,STANDARD,3,LIMITED,2024-01-01,2024-12-31,NATIONAL,3208,13,9,22,true
FORM-MEDI-AETN-2024-0712,AETNA MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,COMM_SILV_001,MEDICARE_ADVANTAGE,AETNA,NAVITUS,STANDARD,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2449,17,8,17,true
FORM-MEDI-WELL-2024-0713,WELLCARE MEDICARE_ADVANTAGE Basic 6-Tier Formulary 2024,MCAID_STD_001,MEDICARE_ADVANTAGE,WELLCARE,ELIXIR,BASIC,6,STANDARD,2024-01-01,2024-12-31,NATIONAL,1430,19,9,15,false
FORM-MEDI-CVS_-2024-0714,CVS_HEALTH MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,COMM_BRON_001,MEDICARE_ADVANTAGE,CVS_HEALTH,MAGELLAN_RX,ENHANCED,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,3489,6,7,26,true
FORM-MEDI-MOLI-2024-0715,MOLINA MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,VA_STANDARD_001,MEDICARE_ADVANTAGE,MOLINA,CVS_CAREMARK,ENHANCED,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,2513,8,9,29,true
FORM-MEDI-KAIS-2024-0716,KAISER MEDICARE_ADVANTAGE Basic 5-Tier Formulary 2024,IND_CATAS_001,MEDICARE_ADVANTAGE,KAISER,ELIXIR,BASIC,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,2490,15,3,27,true
FORM-MEDI-CENT-2024-0717,CENTENE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,IND_SILV_001,MEDICARE_ADVANTAGE,CENTENE,NAVITUS,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,2415,24,14,30,true
